"collection_id"	"leap01_id"	"dataset_id"	"subjectkey"	"src_subject_id"	"interview_age"	"interview_date"	"sex"	"lan_know"	"lan11"	"lan12"	"lan13"	"lan14"	"lan15"	"lan21"	"lan22"	"lan23"	"lan24"	"lan25"	"lan31"	"lan32"	"lan33"	"lan34"	"lan35"	"lan3err"	"lan41"	"lan42"	"lan43"	"lan44"	"lan45"	"lan4err"	"lan511"	"lan512"	"lan513"	"lan514"	"lan521"	"lan522"	"lan523"	"lan524"	"lan531"	"lan532"	"lan533"	"lan534"	"lan541"	"lan542"	"lan543"	"lan544"	"lan_541"	"lan_542"	"lan_543"	"lan_544"	"lan611"	"lan612"	"lan613"	"lan621"	"lan622"	"lan623"	"lan631"	"lan632"	"lan633"	"lan641"	"lan642"	"lan643"	"lan_641"	"lan_642"	"lan_643"	"lan71"	"lan72"	"lan73"	"lan74"	"lan75"	"lan81"	"lan82"	"lan83"	"lan84"	"lan85"	"lan_1"	"lan_2"	"lan_3"	"lan_4"	"lan_5"	"lan_6"	"lan_7"	"lan_8"	"lan_9"	"lan_10"	"lan_11"	"lan_12"	"lan_13"	"lan_14"	"lan_15"	"lan_16"	"educat"	"lan_18"	"demo_edu_other"	"lan_20"	"lan_21"	"lan_22"	"lan_23"	"lan_24"	"lan_25"	"lan_26"	"lan_27"	"lan_28"	"lan_29"	"lan_30"	"lan_31"	"lan_32"	"lan_33"	"lan_34"	"lan_35"	"lan_36"	"lan_37"	"lan_38"	"lan_39"	"lan_40"	"lan_41"	"lan_42"	"lan_43"	"lan_44"	"lan_45"	"lan_46"	"lan_47"	"lan_48"	"lan_49"	"lan_50"	"lan_51"	"lan_52"	"lan_53"	"lan_54"	"lan_55"	"lan_56"	"lan_57"	"lan_58"	"lan_59"	"lan_60"	"lan_61"	"lan_62"	"lan_63"	"lan_64"	"lan_65"	"lan_66"	"lan_67"	"lan_68"	"lan_69"	"lan_70"	"lan_71"	"lan_72"	"lan_73"	"lan_74"	"lan_75"	"lan_76"	"lan_77"	"lan_78"	"lan_79"	"lan_80"	"lan_81"	"lan_82"	"lan_83"	"lan_84"	"lan_85"	"lan_86"	"lan_87"	"lan_88"	"lan_89"	"lan_90"	"lan_91"	"lan_92"	"lan_93"	"lan_94"	"lan_95"	"lan_96"	"lan_97"	"lan_98"	"lan_99"	"lan_100"	"lan_101"	"lan_102"	"lan_103"	"lan_104"	"lan_105"	"lan_106"	"lan_107"	"lan_108"	"lan_109"	"lan_110"	"lan_111"	"lan_112"	"lan_113"	"lan_114"	"lan_115"	"lan_116"	"lan_117"	"lan_118"	"lan_119"	"lan_120"	"lan_121"	"lan_122"	"lan_123"	"lan_124"	"lan_125"	"lan_126"	"lan_127"	"lan_128"	"lan_129"	"lan_130"	"lan_131"	"lan_132"	"lan_133"	"comqother"	"collection_title"
"2847"	"14445"	"37672"	"NDAR_INVCZ164LVM"	"HCA6582684"	"943"	"10/01/2018"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14460"	"37672"	"NDAR_INVHB066DM4"	"HCA9067178"	"622"	"04/01/2017"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14556"	"37672"	"NDAR_INVBF874GTE"	"HCA7670888"	"849"	"04/01/2018"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14557"	"37672"	"NDAR_INVNC671RZ7"	"HCA6109658"	"843"	"04/01/2018"	"F"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14651"	"37672"	"NDAR_INVVG674DR0"	"HCA7319472"	"787"	"04/01/2017"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14666"	"37672"	"NDAR_INVWD590JB0"	"HCA6143557"	"806"	"07/01/2017"	"F"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14677"	"37672"	"NDAR_INVNR211NX3"	"HCA9866310"	"460"	"10/01/2017"	"F"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14243"	"37672"	"NDAR_INVPR667VZH"	"HCA7046968"	"532"	"01/01/2018"	"F"	"3"	"Russian"	"English"	"Ukrainian"	""	""	"Russian"	"Ukranian"	"English"	""	""	"30"	"70"	"0"	""	""	"100"	"80"	"20"	"0"	""	""	"100"	"1.0"	"3.0"	"5.0"	"6.0"	"10.0"	"25.0"	"10.0"	"25.0"	"6.0"	"7.0"	"6.0"	"7.0"	""	""	""	""	""	""	""	""	"10"	"10"	"10"	"8"	"8"	"7"	"6"	"9"	"9"	""	""	""	""	""	""	"0"	"6"	"0"	""	""	"0"	"8"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14251"	"37672"	"NDAR_INVNH707WTU"	"HCA8103858"	"642"	"01/01/2018"	"F"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14508"	"37672"	"NDAR_INVRR481YHV"	"HCA6165971"	"736"	"10/01/2017"	"F"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14643"	"37672"	"NDAR_INVRY502CNR"	"HCA6879607"	"651"	"04/01/2017"	"F"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14668"	"37672"	"NDAR_INVAY878CWM"	"HCA8529892"	"784"	"07/01/2017"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14732"	"37672"	"NDAR_INVAT098UAE"	"HCA7027863"	"977"	"04/01/2018"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14747"	"37672"	"NDAR_INVKG322ARC"	"HCA9460079"	"749"	"04/01/2018"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14783"	"37672"	"NDAR_INVBK598ZJE"	"HCA9461182"	"999"	"10/01/2018"	"M"	"4"	"English"	"Spanish"	"French"	"German"	""	"Spanish"	"English"	"French"	"German"	""	"50"	"5"	"25"	"20"	""	"100"	"50"	"5"	"25"	"20"	""	"100"	"18.0"	"21.0"	"18.0"	"21.0"	"0.0"	"7.0"	"8.0"	"10.0"	"17.0"	"17.0"	"17.0"	"18.0"	"20.0"	"26.0"	"20.0"	"26.0"	""	""	""	""	"10"	"10"	"10"	"10"	"10"	"10"	"7"	"5"	"8"	"8"	"7"	"8"	""	""	""	"10"	"5"	"10"	"8"	""	"5"	"5"	"5"	"5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14823"	"37672"	"NDAR_INVRN034LEA"	"HCA8591796"	"1061"	"04/01/2019"	"F"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14838"	"37672"	"NDAR_INVJL195NV5"	"HCA6388082"	"1200"	"04/01/2019"	"F"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14865"	"37672"	"NDAR_INVXJ596UNT"	"HCA7636686"	"592"	"10/01/2017"	"F"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14873"	"37672"	"NDAR_INVDR666GHM"	"HCA8980404"	"687"	"07/01/2018"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14213"	"37672"	"NDAR_INVHP042TMD"	"HCA7941388"	"593"	"07/01/2017"	"F"	"2"	"Spanish"	"English"	""	""	""	"Spanish"	"English"	""	""	""	"10"	"90"	""	""	""	"100"	"50"	"50"	""	""	""	"100"	"1.0"	"5.0"	"6.0"	"7.0"	"14.0"	"22.0"	"22.0"	"22.0"	""	""	""	""	""	""	""	""	""	""	""	""	"8"	"10"	"10"	"7"	"8"	"7"	""	""	""	""	""	""	""	""	""	"0"	"4"	""	""	""	"0"	"10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14248"	"37672"	"NDAR_INVFG450NFG"	"HCA6531667"	"565"	"01/01/2018"	"F"	"2"	"English"	"Spanish"	""	""	""	"Spanish"	"English"	""	""	""	"99"	"1"	""	""	""	"100"	"100"	"0"	""	""	""	"100"	"1.0"	"4.0"	"4.0"	"5.0"	"1.0"	"17.0"	"14.0"	"17.0"	""	""	""	""	""	""	""	""	""	""	""	""	"10"	"10"	"10"	"8"	"8"	"10"	""	""	""	""	""	""	""	""	""	"0"	"1"	""	""	""	"0"	"5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14313"	"37672"	"NDAR_INVRK789NJ2"	"HCA9438086"	"679"	"04/01/2017"	"F"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14408"	"37672"	"NDAR_INVPB604LN2"	"HCA6144862"	"574"	"04/01/2018"	"F"	"2"	"English"	"Spanish"	""	""	""	"Spanish"	"English"	""	""	""	"90"	"10"	""	""	""	"100"	"100"	"0"	""	""	""	"100"	"0.0"	"2.0"	"7.0"	"7.0"	"0.0"	"5.0"	"5.0"	"5.0"	""	""	""	""	""	""	""	""	""	""	""	""	"9"	"10"	"10"	"8"	"8"	"10"	""	""	""	""	""	""	""	""	""	"1"	"2"	""	""	""	"0"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14435"	"37672"	"NDAR_INVCB478DCY"	"HCA9061974"	"587"	"07/01/2018"	"M"	"2"	"English"	"Spanish"	""	""	""	"English"	"Spanish"	""	""	""	"95"	"5"	""	""	""	"100"	"80"	"20"	""	""	""	"100"	"1.0"	"5.0"	"3.0"	"6.0"	"14.0"	"23.0"	"14.0"	"25.0"	""	""	""	""	""	""	""	""	""	""	""	""	"10"	"10"	"10"	"8"	"9"	"7"	""	""	""	""	""	""	""	""	""	"2"	"4"	""	""	""	"0"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
